datetime,author_name,message,cleaned_message,label
2024-10-07 12:25:03,Af,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:25:04, RK lofi,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:25:04,kind,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:25:04,Eazyy-M,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:25:04,sk:abujar,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:25:04,veera edits 46,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:25:04,قناة المستقبل,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:25:04,JXN FF,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:25:05,BALJEET SINGH,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:25:06,Ram Sahu,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:25:06,Newer,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:25:06,Vika Handwi,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:25:06,Krzysztof Glanc,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:25:06,SP_SHRIVASTAV,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:25:08,Revati Sudipti,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:25:09,Indri Tri,opo ra ribut meh muloh si byan pas kae,opo ra ribut meh muloh si byan pas kae,0
2024-10-07 12:25:10,Watik Fatmawati,jsutru,jsutru,0
2024-10-07 12:25:10,tatianascooking,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:25:10,Nazim Razak,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:25:13,Yash Tomar,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:25:13,Paras Bindra,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:25:14,Md ali Rehan,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:25:14,Boy Valerie,ora promosi slot woiii,ora promosi slot woiii,0
2024-10-07 12:25:16,Adit Yoga,BLOKIR SLOT,blokir slot,0
2024-10-07 12:25:16,FERRARI,Cebongan hadir,cebongan hadir,0
2024-10-07 12:25:19,Supri Yanto,Mbiyen nek arep nonton ning tugu cedak..... saiki adoh.,mbiyen nek arep nonton ning tugu cedak saiki adoh,0
2024-10-07 12:25:19,Kav,sing judol tak dungakke silitee jebolll,sing judol tak dungakke silitee jebolll,0
2024-10-07 12:25:22,adadehhh,SELAK NGANTUK PAK,selak ngantuk pak,0
2024-10-07 12:25:24,Boy Valerie,BLOKIR SLOT,blokir slot,0
2024-10-07 12:25:27,Mikune,tetap berhati hati bagi yang menonton di sana ya sedulur semua,tetap berhati hati bagi yang menonton di sana ya sedulur semua,0
2024-10-07 12:25:27,Indri Tri,komene banter,komene banter,0
2024-10-07 12:25:27,Qa.eun_,SEKETIKA JUDOL BERMUNCULAN,seketika judol bermunculan,0
2024-10-07 12:25:28,Wahyu Siyamto,paket Tah kok wjne,paket tah kok wjne,0
2024-10-07 12:25:31,Srikandi Tegex,njirrr,njirrr,0
2024-10-07 12:25:35,Adit Yoga,BLOKIR SLOT,blokir slot,0
2024-10-07 12:25:35,Tegar Crisnandi,kesuen gambleh wae,kesuen gambleh wae,0
2024-10-07 12:25:36,Agita Dwi,suwi lek,suwi lek,0
2024-10-07 12:25:40,Efi Puji,malah iklan slot ono ulang taun,malah iklan slot ono ulang taun,0
2024-10-07 12:25:43,________santaFee,pak ringroad peteng,pak ringroad peteng,0
2024-10-07 12:25:43,Watik Fatmawati,lama asu,lama asu,0
2024-10-07 12:25:44,Kalam Arga,seroki,seroki,0
2024-10-07 12:25:48,Wanti Siswanti,selamat ulatahun untuk Jogjakarta yang 268,selamat ulatahun untuk jogjakarta yang 268,0
2024-10-07 12:25:49,Sulastri Lastri,zzzz,zzzz,0
2024-10-07 12:25:49,Salma nur fadila,ibnu jangan emot ibnu,ibnu jangan emot ibnu,0
2024-10-07 12:25:49,AGUS Supriyadi,jakal tengah hadir,jakal tengah hadir,0
2024-10-07 12:25:51,WesKejeron,NGANGGO PEMPES WAE GO JOGO² NEK MENOWO KEPOYOH PO KEPESENG:face_with_tears_of_joy::face_with_tears_of_joy:,nganggo pempes wae go jogo nek menowo kepoyoh po kepeseng,0
2024-10-07 12:25:51,Fahrudin Uut,kulhuu ....wae lek...,kulhuu wae lek,0
2024-10-07 12:25:52,Srikandi Tegex,wong wongan minus,wong wongan minus,0
2024-10-07 12:25:54,Fitri Aningsih,selamat ulang tahun JogjaQ:smiling_face_with_heart_eyes:,selamat ulang tahun jogjaq,0
2024-10-07 12:25:55,Kav,heh ojo kasar karo wong tuo gar,heh ojo kasar karo wong tuo gar,0
2024-10-07 12:25:59,Ishom Khadziq,sambutan mode pidato,sambutan mode pidato,0
2024-10-07 12:26:00,Indri Tri,iklano dastermu,iklano dastermu,0
2024-10-07 12:26:04,FERRARI,CEBONGAN Hadir,cebongan hadir,0
2024-10-07 12:26:06,Pram,Astaga watik,astaga watik,0
2024-10-07 12:26:06,jeki rahmat,uwes pak... iyo aku paham,uwes pak iyo aku paham,0
2024-10-07 12:26:08,zyy,lma polll,lma polll,0
2024-10-07 12:26:11,Wah Herman,tek jam Piro pak,tek jam piro pak,0
2024-10-07 12:26:11,Sudar Wati,HBD kota Yogyakarta,hbd kota yogyakarta,0
2024-10-07 12:26:16,Salma nur fadila,sabar sabar,sabar sabar,0
2024-10-07 12:26:18,Kav,kalem brooo,kalem brooo,0
2024-10-07 12:26:19,faisal ajie,takbir,takbir,0
2024-10-07 12:26:20,Indri Tri,daster daster 25 ewu murah murah,daster daster 25 ewu murah murah,0
2024-10-07 12:26:22,Dindaa widiaa,di tv salurannya apa ya?,di tv salurannya apa ya,0
2024-10-07 12:26:22,adadehhh,GEKK AYO PAK,gekk ayo pak,0
2024-10-07 12:26:23,Agita Dwi,:finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one:,fingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberonefingerrednumberone,0
2024-10-07 12:26:24,Thaqy Rantaugraphy,zzzzzzzzzzzzzzz,zzzzzzzzzzzzzzz,0
2024-10-07 12:26:27,Kav,wong tuo jeh ngmng ki,wong tuo jeh ngmng ki,0
2024-10-07 12:26:27,Dewian Dihana,Pamite lembur kok reti bojoku ki pie kih,pamite lembur kok reti bojoku ki pie kih,0
2024-10-07 12:26:27,Efi Puji,"ho o yoan. aku dodol daster mas mbak, ben isis silir",ho o yoan aku dodol daster mas mbak ben isis silir,0
2024-10-07 12:26:29,Boy Valerie,Pidato ne sampun mawon pak,pidato ne sampun mawon pak,0
2024-10-07 12:26:30,adadehhh,:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,facefuchsiatongueoutfacefuchsiatongueoutfacefuchsiatongueoutfacefuchsiatongueoutfacefuchsiatongueoutfacefuchsiatongueout,0
2024-10-07 12:26:31,Thaqy Rantaugraphy,zzzzzzzzzzzzz,zzzzzzzzzzzzz,0
2024-10-07 12:26:34,Thaqy Rantaugraphy,zzzzz,zzzzz,0
2024-10-07 12:26:34,arif ramadhan,eh cangkeman ngomong nya mbak Watik :grinning_face_with_sweat:,eh cangkeman ngomong nya mbak watik,0
2024-10-07 12:26:36,Adit Yoga,SOPO BAKUL AKU NGELAK CAH,sopo bakul aku ngelak cah,0
2024-10-07 12:26:37,Salma nur fadila,wong sabar kuburane jembar ono ACne,wong sabar kuburane jembar ono acne,0
2024-10-07 12:26:37,Thaqy Rantaugraphy,zzzzzz,zzzzzz,0
2024-10-07 12:26:39,adadehhh,:face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning:,faceorangefrowningfaceorangefrowningfaceorangefrowningfaceorangefrowningfaceorangefrowning,0
2024-10-07 12:26:40,Galih Romadoni,pak Sugeng :star_struck:,pak sugeng,0
2024-10-07 12:26:41,Renza Kusumaningtyas_24,ndang pak :loudly_crying_face:,ndang pak,0
2024-10-07 12:26:43,Gunawan Gunners,tak turu sek..engko nek wes rampung ngomong yo,tak turu sekengko nek wes rampung ngomong yo,0
2024-10-07 12:26:43,Thaqy Rantaugraphy,zzzzzzzzzz,zzzzzzzzzz,0
2024-10-07 12:26:44,Martoh,1999 halaman di woco kbh :man_facepalming:,1999 halaman di woco kbh,0
2024-10-07 12:26:44,Berkah mulia,:face-blue-smiling::face-blue-smiling::face-blue-smiling:,facebluesmilingfacebluesmilingfacebluesmiling,0
2024-10-07 12:26:46,Ishom Khadziq,wkp iso angler iki,wkp iso angler iki,0
2024-10-07 12:26:47,Lili Maryati,pun pak selak malam,pun pak selak malam,0
2024-10-07 12:26:47,Rina Nugra Chanel,Djogja Istimewa:fire::fire::fire::red_heart::red_heart::red_heart:,djogja istimewa,0
2024-10-07 12:26:51,Thaqy Rantaugraphy,zzzzzzzz,zzzzzzzz,0
2024-10-07 12:26:53,Fahrudin Uut,MERDEKA,merdeka,0
2024-10-07 12:26:55,Cahyo Budiyanti,Jogja terbuat dari Rindu...Rindu Sekali..,jogja terbuat dari rindurindu sekali,0
2024-10-07 12:26:55,Indri Tri,daster.e bu ...,dastere bu,0
2024-10-07 12:26:58,Thaqy Rantaugraphy,Suine puolllll,suine puolllll,0
2024-10-07 12:26:58,R Sgyn,:text-green-game-over::text-green-game-over::text-green-game-over:,textgreengameovertextgreengameovertextgreengameover,0
2024-10-07 12:26:59,Nicolas F.P.G.P,Sugeng Ambalwarsa Kota Jogja tercintaa,sugeng ambalwarsa kota jogja tercintaa,0
2024-10-07 12:27:04,WesKejeron,mabuk po yo kok le ngomng ndlewer ndlewer bapak e,mabuk po yo kok le ngomng ndlewer ndlewer bapak e,0
2024-10-07 12:27:04,Thaqy Rantaugraphy,zzzzzzzzzzz,zzzzzzzzzzz,0
2024-10-07 12:27:06,Mahendri Fitanto,jan sui,jan sui,0
2024-10-07 12:27:09,faisal ajie,info dodolan nyambek,info dodolan nyambek,0
2024-10-07 12:27:10,Indri Tri,sue men sambutan.e,sue men sambutane,0
2024-10-07 12:27:11,Kav,kalem,kalem,0
2024-10-07 12:27:11,Thaqy Rantaugraphy,zzzzz,zzzzz,0
2024-10-07 12:27:11,YANZ16,eh pen salah,eh pen salah,0
2024-10-07 12:27:11,Efi Puji,iki bapake ki sebagai opoto,iki bapake ki sebagai opoto,0
2024-10-07 12:27:13,Dewian Dihana,Rizal sauren utangmu,rizal sauren utangmu,0
2024-10-07 12:27:15,Shahriya Islam Shuvo,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:27:15,Gulse Twitch,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:27:15,Jr57Yktv,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:27:16,Thaqy Rantaugraphy,Turu zzzzzzzz,turu zzzzzzzz,0
2024-10-07 12:27:16,Pulsar boy vlogs,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:27:16,MD RAHAT,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:27:16,Mofie gamer ,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:27:16,Agung Prabowo,"kebelet mgising, kebacut tenguk nengarep",kebelet mgising kebacut tenguk nengarep,0
2024-10-07 12:27:16,Inon Adams,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:27:16,Apna time lao,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:27:16,Regrow Doraemon,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:27:16,KING GAMING,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:27:17,A_M sarching A_M sarching,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:27:17,Scape Buzz,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:27:17,fact king01,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:27:17,69 Gangster,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:27:17,FRIENDY HUNGARY,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:27:17,Dustu Bhai,PAS4D :star: Gacor,pas4d  gacor,1
2024-10-07 12:27:17,D27,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:27:17,HeerA Rehman,cuman di :smiling_face_with_heart_eyes:PAS4D:smiling_face_with_heart_eyes:DAFTAR dapat Freechip,cuman di pas4ddaftar dapat freechip,1
2024-10-07 12:27:17,CARS_TITAN,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:27:17,Ajay Thakur,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:27:17,Rukhsana Riaz,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:27:17,sadiful islam 1,:star:PAS4D Anti Rungkad Boskuh,pas4d anti rungkad boskuh,1
2024-10-07 12:27:18,BAAZIGAR FF 99,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:27:18,R Sgyn,:text-green-game-over:,textgreengameover,0
2024-10-07 12:27:19,KD DESIROCK -Topic,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:27:19,sirjan singh,Main PAS4D :star: Gampang Menangnya,main pas4d  gampang menangnya,1
2024-10-07 12:27:19,PRINCE YOUTUBE CHANNEL ,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:27:20,Agita Dwi,suwiiiiiiiiiii,suwiiiiiiiiiii,0
2024-10-07 12:27:21,Watik Fatmawati,ayo yah m lama,ayo yah m lama,0
2024-10-07 12:27:21,#Art_lover,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:27:21,AmmiG,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:27:21,Malik Abdullah,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:27:21,cricket hilights,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:27:22,Usman Kahn,NewMember :star:PAS4D Pasti Jp SUDAH PASTI,newmember pas4d pasti jp sudah pasti,1
2024-10-07 12:27:22,Jehadzihad,:star:PAS4D Tempat Cari Cuan No 1 Indonesia,pas4d tempat cari cuan no 1 indonesia,1
2024-10-07 12:27:22,Jiten_9x__,Gass PAS4D:star: Ladang Cuan:star:,gass pas4d ladang cuan,1
2024-10-07 12:27:23,Sannu Bi,Dapatkan Bonus Chip Gratis Setiap Hari di PAS4D!,dapatkan bonus chip gratis setiap hari di pas4d,1
2024-10-07 12:27:24,adadehhh,:face-blue-heart-eyes::face-blue-heart-eyes::face-blue-heart-eyes::face-blue-heart-eyes::face-blue-heart-eyes::face-blue-heart-eyes::face-blue-heart-eyes::face-blue-heart-eyes:,facebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyesfacebluehearteyes,0
2024-10-07 12:27:25,Tisa Nazila,keren banget:washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands:,keren banget,0
2024-10-07 12:27:27,Galih Romadoni,gari nonton ae do brisik,gari nonton ae do brisik,0
2024-10-07 12:27:27,Ratih Setya,cepetin ga:loudly_crying_face:,cepetin ga,0
2024-10-07 12:27:30,Mikune,ana ac? ana karokean e ora kuburan e,ana ac ana karokean e ora kuburan e,0
2024-10-07 12:27:37,Indri Tri,urung kenalan karo bpak.e,urung kenalan karo bpake,0
2024-10-07 12:27:37,jeki rahmat,jigur ono slot barang,jigur ono slot barang,0
2024-10-07 12:27:37,Kav,HEH SILITMIU JEBOLLL,heh silitmiu jebolll,0
2024-10-07 12:27:38,Vivit Wijayanti,panjang amat ,panjang amat,0
2024-10-07 12:27:38,YANZ16,wuis pak pen delok kene,wuis pak pen delok kene,0
2024-10-07 12:27:41,Justmine~,Tumbas ES TEH JUMBOO MASS SIJI,tumbas es teh jumboo mass siji,0
2024-10-07 12:27:45,Thaqy Rantaugraphy,zzzzzzzz,zzzzzzzz,0
2024-10-07 12:27:47,Boy Valerie,kiw kiw halo Ratih,kiw kiw halo ratih,0
2024-10-07 12:27:50,adadehhh,AKU BAKOL,aku bakol,0
2024-10-07 12:27:55,Indri Tri,btw mcne aku kui ko ... nek ra percoyo nyimak.o sing bener,btw mcne aku kui ko  nek ra percoyo nyimako sing bener,0
2024-10-07 12:27:55,Efi Puji,kertase koyo isih okeh,kertase koyo isih okeh,0
2024-10-07 12:27:55,Duwi lestari,:eight_o’clock::eight_o’clock::eight_o’clock::eight_o’clock::eight_o’clock:,eightoclockeightoclockeightoclockeightoclockeightoclock,0
2024-10-07 12:27:55,Keysha Brilliant,jinguk iklane slot...buanterr,jinguk iklane slotbuanterr,0
2024-10-07 12:27:59,Thaqy Rantaugraphy,Mesakne seng desel desel,mesakne seng desel desel,0
2024-10-07 12:28:00,bagas arisman,"nonton neng kene uenak lur , nyambi ngopi:face-blue-smiling:",nonton neng kene uenak lur  nyambi ngopifacebluesmiling,0
2024-10-07 12:28:01,Susi Susilawati,sui menn sambutan e,sui menn sambutan e,0
2024-10-07 12:28:02,Thaqy Rantaugraphy,Nahhh,nahhh,0
2024-10-07 12:28:04,YANZ16,cepet pak kene pen delok lek,cepet pak kene pen delok lek,0
2024-10-07 12:28:06,Salma nur fadila,@Mikune tekono malaikat,mikune tekono malaikat,0
2024-10-07 12:28:10,pradipta 27,kedawan pakkk,kedawan pakkk,0
2024-10-07 12:28:10,Thaqy Rantaugraphy,Wes rampungan kan plongg,wes rampungan kan plongg,0
2024-10-07 12:28:11,Kodar Yati,sopo seng ngelak PO butoh kipas,sopo seng ngelak po butoh kipas,0
2024-10-07 12:28:14,Indri Tri,penting ra gowo kamus,penting ra gowo kamus,0
2024-10-07 12:28:15,Agita Dwi,p Mabar epep pak,p mabar epep pak,0
2024-10-07 12:28:16,Rita Setiyaningsih,lama le sambutan,lama le sambutan,0
2024-10-07 12:28:20,MAS YAN,"Purworejo,,,Yojo",purworejoyojo,0
2024-10-07 12:28:24,Kav,"kalemmmm HEHHH SING NJALUK CEPET CEPETT, GAEE OOO ACARA DEWEEE",kalemmmm hehhh sing njaluk cepet cepett gaee ooo acara deweee,0
2024-10-07 12:28:25,R Sgyn,:text-green-game-over:,textgreengameover,0
2024-10-07 12:28:28,Lestari Kusmiyati,keren WJNC'24,keren wjnc24,0
2024-10-07 12:28:29,Efi Puji,wo koe mc? gek aku gur bagian nyekeli kabel son,wo koe mc gek aku gur bagian nyekeli kabel son,0
2024-10-07 12:28:29,zarka faidhin,:face-turquoise-covering-eyes:,faceturquoisecoveringeyes,0
2024-10-07 12:28:32,Boy Valerie,mpun mawon pak pidatone,mpun mawon pak pidatone,0
2024-10-07 12:28:33,jeki rahmat,lahh lagi dibuka to... lha mau ngopo kui,lahh lagi dibuka to lha mau ngopo kui,0
2024-10-07 12:28:37,Susi Susilawati,saake sek desel deselan,saake sek desel deselan,0
2024-10-07 12:28:37,YANZ16,ok pak,ok pak,0
2024-10-07 12:28:41,Basuri hunters,suwe banget intro ne,suwe banget intro ne,0
2024-10-07 12:28:43,WesKejeron,awas copet:face_with_tears_of_joy:,awas copet,0
2024-10-07 12:28:43,Agita Dwi,walaikumsalam,walaikumsalam,0
2024-10-07 12:28:47,Thaqy Rantaugraphy,Nahh,nahh,0
2024-10-07 12:28:49,Basuri hunters,:face-orange-tv-shape:,faceorangetvshape,0
2024-10-07 12:28:54,Thaqy Rantaugraphy,Walaikumsalam kan enak,walaikumsalam kan enak,0
2024-10-07 12:28:54,Marmer granit jogja import,weh bakul e sate ngeluk terus,weh bakul e sate ngeluk terus,0
2024-10-07 12:28:57,Efi Puji,biyuh la mc tenan si dugong,biyuh la mc tenan si dugong,0
2024-10-07 12:29:03,Agita Dwi,ayu rekk,ayu rekk,0
2024-10-07 12:29:12,Abiyan,@Rita Setiyaningsih sabar,rita setiyaningsih sabar,0
2024-10-07 12:29:13,Mikune,"kok ngeri men kon takok malaikat :face_with_hand_over_mouth:, lagi delok wae wes bedo alam",kok ngeri men kon takok malaikat  lagi delok wae wes bedo alam,0
2024-10-07 12:29:15,sigit gunawan,Sugeng ndalu..Slmat mlem.Assalamualaikum .Nderek mangayubagyo.Jogja Istimewa.Tak terlupakanTh 82 -86..saya.pernah nyantrik di Bulak Sumur.Di Fisipol UGM,sugeng ndaluslmat mlemassalamualaikum nderek mangayubagyojogja istimewatak terlupakanth 82 86sayapernah nyantrik di bulak sumurdi fisipol ugm,0
2024-10-07 12:29:17,Indri Tri,mengko tak opah.i poto ro buto,mengko tak opahi poto ro buto,0
2024-10-07 12:29:17,Gunawan Gunners,aku seng bagian jok solar genset,aku seng bagian jok solar genset,0
2024-10-07 12:29:29,Wanti Siswanti,selamat ulang jogjaku,selamat ulang jogjaku,0
2024-10-07 12:29:34,theWijasena,Jogja Istimewa,jogja istimewa,0
2024-10-07 12:29:39,Efi Puji,kok koyo razman kae,kok koyo razman kae,0
2024-10-07 12:29:44,Agung Prabowo,moco skripsi iki,moco skripsi iki,0
2024-10-07 12:29:53,Watik Fatmawati,selamat,selamat,0
2024-10-07 12:30:00,Boy Valerie,:face-blue-smiling:,facebluesmiling,0
2024-10-07 12:30:02,zarka faidhin,:location-yellow-teal-bars:,locationyellowtealbars,0
2024-10-07 12:30:05,Indri Tri,kandani kok .. nyambi mc nyambi ngudang koe men timbul kesabaran,kandani kok  nyambi mc nyambi ngudang koe men timbul kesabaran,0
2024-10-07 12:30:07,Nikkk,tak itik,tak itik,0
2024-10-07 12:30:08,Anik Widyaningsih,selak bengi pak ..ssk sekolah,selak bengi pak ssk sekolah,0
2024-10-07 12:30:12,Kav,iki gong acarane opo bos? onok opo ngko?,iki gong acarane opo bos onok opo ngko,0
2024-10-07 12:30:14,Devvy May Linda,"ga ada acara aja uda rame pol, apalagi ada acara gini Jogja makin meriah :smiling_face_with_hearts::smiling_face_with_hearts:",ga ada acara aja uda rame pol apalagi ada acara gini jogja makin meriah,0
2024-10-07 12:30:19,ps_editz_20,100RB GRATIS WISDOMTOTO:fire:,100rb gratis wisdomtoto,1
2024-10-07 12:30:19,I am Jayanta ,KETIK DI GOOGLE:WISDOMTOTO,ketik di googlewisdomtoto,1
2024-10-07 12:30:19,Oak's Vlog,100RB GRATIS WISDOMTOTO:fire:,100rb gratis wisdomtoto,1
2024-10-07 12:30:19,TSG Mᴀʏᴀɴᴋ Gamer,KETIK DI GOOGLE:WISDOMTOTO,ketik di googlewisdomtoto,1
2024-10-07 12:30:19,ShortKing,100RB GRATIS WISDOMTOTO:fire:,100rb gratis wisdomtoto,1
2024-10-07 12:30:19,Techno player,KETIK DI GOOGLE:WISDOMTOTO,ketik di googlewisdomtoto,1
2024-10-07 12:30:19,RAI RAVI ,KETIK DI GOOGLE:WISDOMTOTO,ketik di googlewisdomtoto,1
2024-10-07 12:30:19,crazy_king_1234,KETIK DI GOOGLE:WISDOMTOTO,ketik di googlewisdomtoto,1
